date,predicted_cases
2020-11-15,11777.170320685915
2020-11-16,11789.289056320742
2020-11-17,11776.502897135106
2020-11-18,11761.21538381653
2020-11-19,11752.788637870543
2020-11-20,11749.245348288434
2020-11-21,11746.060460802895
2020-11-22,11742.319871750504
2020-11-23,11738.416645655168
2020-11-24,11735.869608157413
2020-11-25,11750.740710327322
2020-11-26,11782.322868290445
2020-11-27,11815.099378517185
2020-11-28,11835.45109599108
2020-11-29,11845.003826325827
2020-11-30,11852.065729495613
2020-12-01,11841.452785335916
2020-12-02,11813.018298541792
2020-12-03,11782.342735746302
2020-12-04,11753.587476458097
2020-12-05,11725.602518202622
2020-12-06,11699.538957628754
2020-12-07,11697.227797272822
2020-12-08,11717.70773400675
2020-12-09,11738.901344219517
2020-12-10,11731.458835133793
2020-12-11,11698.05234598767
2020-12-12,11662.62065736268
2020-12-13,11639.856486559787
2020-12-14,11627.47181455965
