date,new_cases
2020-12-02,17270.0
2020-12-03,22046.0
2020-12-04,23449.0
2020-12-05,23318.0
2020-12-06,17767.0
2020-12-07,12332.0
2020-12-08,14054.0
2020-12-09,20815.0
2020-12-10,23679.0
2020-12-11,29875.0
2020-12-12,28438.0
2020-12-13,20200.0
2020-12-14,16362.0
