,mean,sd,hdi_10%,hdi_90%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
r_t[2020-09-23T00:00:00.000000000],0.836,0.179,0.566,0.989,0.078,0.016,6.0,56.0,1.31
r_t[2020-09-24T00:00:00.000000000],0.836,0.179,0.566,0.989,0.078,0.016,6.0,56.0,1.31
r_t[2020-09-25T00:00:00.000000000],0.836,0.179,0.566,0.989,0.078,0.016,6.0,56.0,1.31
r_t[2020-09-26T00:00:00.000000000],0.839,0.184,0.574,1.018,0.081,0.017,5.0,56.0,1.33
r_t[2020-09-27T00:00:00.000000000],0.839,0.184,0.574,1.018,0.081,0.017,5.0,56.0,1.33
r_t[2020-09-28T00:00:00.000000000],0.839,0.184,0.574,1.018,0.081,0.017,5.0,56.0,1.33
r_t[2020-09-29T00:00:00.000000000],0.84,0.184,0.586,1.026,0.081,0.015,5.0,29.0,1.33
r_t[2020-09-30T00:00:00.000000000],0.84,0.184,0.586,1.026,0.081,0.015,5.0,29.0,1.33
r_t[2020-10-01T00:00:00.000000000],0.84,0.184,0.586,1.026,0.081,0.015,5.0,29.0,1.33
r_t[2020-10-02T00:00:00.000000000],0.842,0.194,0.576,1.007,0.086,0.017,6.0,72.0,1.31
r_t[2020-10-03T00:00:00.000000000],0.842,0.194,0.576,1.007,0.086,0.017,6.0,72.0,1.31
r_t[2020-10-04T00:00:00.000000000],0.842,0.194,0.576,1.007,0.086,0.017,6.0,72.0,1.31
r_t[2020-10-05T00:00:00.000000000],0.843,0.196,0.567,1.037,0.085,0.019,5.0,46.0,1.33
r_t[2020-10-06T00:00:00.000000000],0.843,0.196,0.567,1.037,0.085,0.019,5.0,46.0,1.33
r_t[2020-10-07T00:00:00.000000000],0.843,0.196,0.567,1.037,0.085,0.019,5.0,46.0,1.33
r_t[2020-10-08T00:00:00.000000000],0.844,0.201,0.583,1.055,0.089,0.019,5.0,58.0,1.35
r_t[2020-10-09T00:00:00.000000000],0.844,0.201,0.583,1.055,0.089,0.019,5.0,58.0,1.35
r_t[2020-10-10T00:00:00.000000000],0.844,0.201,0.583,1.055,0.089,0.019,5.0,58.0,1.35
r_t[2020-10-11T00:00:00.000000000],0.845,0.203,0.592,1.063,0.087,0.02,6.0,58.0,1.32
r_t[2020-10-12T00:00:00.000000000],0.845,0.203,0.592,1.063,0.087,0.02,6.0,58.0,1.32
r_t[2020-10-13T00:00:00.000000000],0.845,0.203,0.592,1.063,0.087,0.02,6.0,58.0,1.32
r_t[2020-10-14T00:00:00.000000000],0.84,0.205,0.557,1.024,0.088,0.02,6.0,34.0,1.32
r_t[2020-10-15T00:00:00.000000000],0.84,0.205,0.557,1.024,0.088,0.02,6.0,34.0,1.32
r_t[2020-10-16T00:00:00.000000000],0.84,0.205,0.557,1.024,0.088,0.02,6.0,34.0,1.32
r_t[2020-10-17T00:00:00.000000000],0.845,0.216,0.589,1.083,0.091,0.021,6.0,32.0,1.31
r_t[2020-10-18T00:00:00.000000000],0.845,0.216,0.589,1.083,0.091,0.021,6.0,32.0,1.31
r_t[2020-10-19T00:00:00.000000000],0.845,0.216,0.589,1.083,0.091,0.021,6.0,32.0,1.31
r_t[2020-10-20T00:00:00.000000000],0.843,0.223,0.583,1.077,0.092,0.024,6.0,46.0,1.31
r_t[2020-10-21T00:00:00.000000000],0.843,0.223,0.583,1.077,0.092,0.024,6.0,46.0,1.31
r_t[2020-10-22T00:00:00.000000000],0.843,0.223,0.583,1.077,0.092,0.024,6.0,46.0,1.31
r_t[2020-10-23T00:00:00.000000000],0.846,0.222,0.512,1.016,0.091,0.024,6.0,46.0,1.3
r_t[2020-10-24T00:00:00.000000000],0.846,0.222,0.512,1.016,0.091,0.024,6.0,46.0,1.3
r_t[2020-10-25T00:00:00.000000000],0.846,0.222,0.512,1.016,0.091,0.024,6.0,46.0,1.3
r_t[2020-10-26T00:00:00.000000000],0.848,0.231,0.561,1.068,0.092,0.026,6.0,33.0,1.27
r_t[2020-10-27T00:00:00.000000000],0.848,0.231,0.561,1.068,0.092,0.026,6.0,33.0,1.27
r_t[2020-10-28T00:00:00.000000000],0.848,0.231,0.561,1.068,0.092,0.026,6.0,33.0,1.27
r_t[2020-10-29T00:00:00.000000000],0.848,0.231,0.551,1.047,0.093,0.025,6.0,33.0,1.29
r_t[2020-10-30T00:00:00.000000000],0.848,0.231,0.551,1.047,0.093,0.025,6.0,33.0,1.29
r_t[2020-10-31T00:00:00.000000000],0.848,0.231,0.551,1.047,0.093,0.025,6.0,33.0,1.29
r_t[2020-11-01T00:00:00.000000000],0.845,0.228,0.596,1.117,0.091,0.024,6.0,33.0,1.26
r_t[2020-11-02T00:00:00.000000000],0.845,0.228,0.596,1.117,0.091,0.024,6.0,33.0,1.26
r_t[2020-11-03T00:00:00.000000000],0.845,0.228,0.596,1.117,0.091,0.024,6.0,33.0,1.26
r_t[2020-11-04T00:00:00.000000000],0.846,0.232,0.552,1.042,0.091,0.025,7.0,33.0,1.25
r_t[2020-11-05T00:00:00.000000000],0.846,0.232,0.552,1.042,0.091,0.025,7.0,33.0,1.25
r_t[2020-11-06T00:00:00.000000000],0.846,0.232,0.552,1.042,0.091,0.025,7.0,33.0,1.25
r_t[2020-11-07T00:00:00.000000000],0.843,0.236,0.543,1.032,0.093,0.028,6.0,20.0,1.27
r_t[2020-11-08T00:00:00.000000000],0.843,0.236,0.543,1.032,0.093,0.028,6.0,20.0,1.27
r_t[2020-11-09T00:00:00.000000000],0.843,0.236,0.543,1.032,0.093,0.028,6.0,20.0,1.27
r_t[2020-11-10T00:00:00.000000000],0.844,0.244,0.555,1.024,0.093,0.03,7.0,20.0,1.25
r_t[2020-11-11T00:00:00.000000000],0.844,0.244,0.555,1.024,0.093,0.03,7.0,20.0,1.25
r_t[2020-11-12T00:00:00.000000000],0.844,0.244,0.555,1.024,0.093,0.03,7.0,20.0,1.25
r_t[2020-11-13T00:00:00.000000000],0.844,0.243,0.54,1.017,0.092,0.028,7.0,52.0,1.23
r_t[2020-11-14T00:00:00.000000000],0.844,0.243,0.54,1.017,0.092,0.028,7.0,52.0,1.23
r_t[2020-11-15T00:00:00.000000000],0.844,0.243,0.54,1.017,0.092,0.028,7.0,52.0,1.23
r_t[2020-11-16T00:00:00.000000000],0.845,0.24,0.519,1.017,0.089,0.027,7.0,30.0,1.23
r_t[2020-11-17T00:00:00.000000000],0.845,0.24,0.519,1.017,0.089,0.027,7.0,30.0,1.23
r_t[2020-11-18T00:00:00.000000000],0.845,0.24,0.519,1.017,0.089,0.027,7.0,30.0,1.23
r_t[2020-11-19T00:00:00.000000000],0.842,0.237,0.519,1.006,0.085,0.025,8.0,52.0,1.2
r_t[2020-11-20T00:00:00.000000000],0.842,0.237,0.519,1.006,0.085,0.025,8.0,52.0,1.2
r_t[2020-11-21T00:00:00.000000000],0.842,0.237,0.519,1.006,0.085,0.025,8.0,52.0,1.2
r_t[2020-11-22T00:00:00.000000000],0.845,0.239,0.539,1.026,0.085,0.025,8.0,52.0,1.2
r_t[2020-11-23T00:00:00.000000000],0.845,0.239,0.539,1.026,0.085,0.025,8.0,52.0,1.2
r_t[2020-11-24T00:00:00.000000000],0.845,0.239,0.539,1.026,0.085,0.025,8.0,52.0,1.2
r_t[2020-11-25T00:00:00.000000000],0.848,0.244,0.501,1.031,0.089,0.025,7.0,52.0,1.22
r_t[2020-11-26T00:00:00.000000000],0.848,0.244,0.501,1.031,0.089,0.025,7.0,52.0,1.22
r_t[2020-11-27T00:00:00.000000000],0.848,0.244,0.501,1.031,0.089,0.025,7.0,52.0,1.22
r_t[2020-11-28T00:00:00.000000000],0.85,0.248,0.533,1.076,0.089,0.026,8.0,52.0,1.21
r_t[2020-11-29T00:00:00.000000000],0.85,0.248,0.533,1.076,0.089,0.026,8.0,52.0,1.21
r_t[2020-11-30T00:00:00.000000000],0.85,0.248,0.533,1.076,0.089,0.026,8.0,52.0,1.21
r_t[2020-12-01T00:00:00.000000000],0.845,0.241,0.487,1.026,0.086,0.025,8.0,52.0,1.2
r_t[2020-12-02T00:00:00.000000000],0.845,0.241,0.487,1.026,0.086,0.025,8.0,52.0,1.2
r_t[2020-12-03T00:00:00.000000000],0.845,0.241,0.487,1.026,0.086,0.025,8.0,52.0,1.2
r_t[2020-12-04T00:00:00.000000000],0.843,0.242,0.534,1.056,0.086,0.026,8.0,29.0,1.2
r_t[2020-12-05T00:00:00.000000000],0.843,0.242,0.534,1.056,0.086,0.026,8.0,29.0,1.2
r_t[2020-12-06T00:00:00.000000000],0.843,0.242,0.534,1.056,0.086,0.026,8.0,29.0,1.2
r_t[2020-12-07T00:00:00.000000000],0.844,0.251,0.496,1.047,0.088,0.028,8.0,52.0,1.2
r_t[2020-12-08T00:00:00.000000000],0.844,0.251,0.496,1.047,0.088,0.028,8.0,52.0,1.2
r_t[2020-12-09T00:00:00.000000000],0.844,0.251,0.496,1.047,0.088,0.028,8.0,52.0,1.2
r_t[2020-12-10T00:00:00.000000000],0.842,0.246,0.482,1.03,0.087,0.026,8.0,52.0,1.21
r_t[2020-12-11T00:00:00.000000000],0.842,0.246,0.482,1.03,0.087,0.026,8.0,52.0,1.21
r_t[2020-12-12T00:00:00.000000000],0.842,0.246,0.482,1.03,0.087,0.026,8.0,52.0,1.21
r_t[2020-12-13T00:00:00.000000000],0.84,0.242,0.523,1.059,0.084,0.026,8.0,52.0,1.2
r_t[2020-12-14T00:00:00.000000000],0.84,0.242,0.523,1.059,0.084,0.026,8.0,52.0,1.2
