date,new_cases
2020-12-02,25043.0
2020-12-03,27829.0
2020-12-04,27078.0
2020-12-05,28450.0
2020-12-06,28701.0
2020-12-07,27798.0
2020-12-08,25752.0
2020-12-09,25838.0
2020-12-10,27562.0
2020-12-11,28206.0
2020-12-12,27729.0
2020-12-13,27651.0
2020-12-14,26902.0
