date,new_cases
2020-12-02,14071.0
2020-12-03,12605.0
2020-12-04,11300.0
2020-12-05,12882.0
2020-12-06,10949.0
2020-12-07,3411.0
2020-12-08,13819.0
2020-12-09,14595.0
2020-12-10,13750.0
2020-12-11,13406.0
2020-12-12,13947.0
2020-12-13,11533.0
2020-12-14,3063.0
