date,new_cases
2020-12-02,20709.0
2020-12-03,23219.0
2020-12-04,24110.0
2020-12-05,21052.0
2020-12-06,18887.0
2020-12-07,13679.0
2020-12-08,14837.0
2020-12-09,12755.0
2020-12-10,16998.0
2020-12-11,18726.0
2020-12-12,19902.0
2020-12-13,17937.0
2020-12-14,12025.0
