date,predicted_cases
2020-09-03,2012.604147204709
2020-09-04,2043.7010587485984
2020-09-05,2077.8635890056707
2020-09-06,2115.0210417531534
2020-09-07,2152.9923617199597
2020-09-08,2190.2627073759513
2020-09-09,2227.064989437245
2020-09-10,2264.3399223544657
2020-09-11,2301.3613464766763
2020-09-12,2338.062025402066
2020-09-13,2375.296610957553
2020-09-14,2413.828188984724
2020-09-15,2453.5824312786813
2020-09-16,2493.9861217690113
2020-09-17,2534.1631138550397
2020-09-18,2574.1919962282905
2020-09-19,2614.871153100693
2020-09-20,2657.271389845774
2020-09-21,2701.312701856791
2020-09-22,2745.924592811292
2020-09-23,2787.8264394948146
2020-09-24,2827.1827712909685
2020-09-25,2866.525366099849
2020-09-26,2903.1459806439625
2020-09-27,2936.881317527417
2020-09-28,2970.317902813641
2020-09-29,3000.3404720943936
2020-09-30,3026.825856157888
2020-10-01,3053.376264689793
2020-10-02,3083.7868363546127
2020-10-03,3117.6748623371714
2020-10-04,3152.415842852933
2020-10-05,3189.356785473793
2020-10-06,3228.6892991662767
2020-10-07,3268.2690346987647
2020-10-08,3301.67881554512
2020-10-09,3329.2361455567325
2020-10-10,3356.2279683337592
2020-10-11,3381.9447160329873
2020-10-12,3405.9745228595084
2020-10-13,3429.7269866856577
2020-10-14,3451.273154650128
2020-10-15,3470.5674171112078
2020-10-16,3489.592184776067
2020-10-17,3507.5068875507204
2020-10-18,3524.1785723731327
2020-10-19,3540.608383958879
2020-10-20,3555.2546040773277
2020-10-21,3568.0951983547156
2020-10-22,3580.5108595089937
2020-10-23,3589.796090072945
2020-10-24,3595.9356389409236
2020-10-25,3601.57532476988
2020-10-26,3605.8545247409443
2020-10-27,3608.605652199053
2020-10-28,3610.9423729580385
2020-10-29,3610.711225220274
2020-10-30,3607.8985804707677
2020-10-31,3605.118652564358
2020-11-01,3607.3536496796014
2020-11-02,3614.220950745336
2020-11-03,3621.2387988961664
2020-11-04,3623.0597412775437
2020-11-05,3620.2119957007358
2020-11-06,3616.988368032543
2020-11-07,3616.0092535813214
2020-11-08,3616.855505960078
2020-11-09,3617.8920511847637
2020-11-10,3619.0764712453965
2020-11-11,3620.542182848532
2020-11-12,3621.7273986438477
2020-11-13,3618.419845691698
2020-11-14,3610.8085173531836
2020-11-15,3603.2059994394995
2020-11-16,3602.7348725120914
2020-11-17,3608.8093789369987
2020-11-18,3615.4432070051275
2020-11-19,3619.161267656088
2020-11-20,3620.5342079890675
2020-11-21,3621.9165763228348
2020-11-22,3626.453809728875
2020-11-23,3633.845611318341
2020-11-24,3641.1346791615115
2020-11-25,3642.5777154792063
2020-11-26,3638.5999837708478
2020-11-27,3634.2346432848426
2020-11-28,3633.3702242482373
2020-11-29,3635.4901774317127
2020-11-30,3637.6459764539313
2020-12-01,3636.0448174767635
2020-12-02,3631.049765179598
2020-12-03,3625.816812116126
2020-12-04,3622.585612218868
2020-12-05,3621.0344207855874
2020-12-06,3619.875120901116
2020-12-07,3621.5002440747035
2020-12-08,3625.935338042161
2020-12-09,3630.533220356654
2020-12-10,3631.9115161414024
2020-12-11,3630.3747163409344
2020-12-12,3628.4990479007765
2020-12-13,3626.361912958557
2020-12-14,3623.761126875475
